Project ID,Title,Researchers,Legal Basis,Datasets Used,Secure Research Service,Accreditation Date,Record ID,Year,Quarter,Quarter Label,substantive_domains,linkage_mode,analytical_purpose,primary_domain
2025/084,How do pay differentials between the public and private sector affect recruitment and retention of public sector workers?,"Gemma Tetlow, Institute for Government_x000D_
Thomas Pope, Institute for Government",Digital Economy Act (2017),"Office for National Statistics: Annual Survey of Hours and Earnings - GB, Labour Force Survey Person - UK, Labour Force Survey Longitudinal - UK
Office for National Statistics, HM Revenue & Customs: Annual Survey of Hours and Earnings linked to PAYE and Self-Assessment data Great Britain",Office for National Statistics Secure Research Service,2025-04-16,2025/084,2025,2025Q2,Q2 2025,Labour Market & Employment,Within-Domain Linkage,Inequality / Disparities Analysis,Labour Market & Employment
2025/091,Intimate Partner Violence (IPV) victims/survivors' help-seeking of mental healthcare,"Christina Palantza, University of Bristol",Digital Economy Act (2017),Office for National Statistics: Crime Survey for England and Wales,Office for National Statistics Secure Research Service,2025-03-28,2025/091,2025,2025Q1,Q1 2025,Crime & Justice; Health & Social Care,Single-Dataset,Service Interaction / Systems Analysis,Crime & Justice
2025/100,Enabling Skills for a Transition to a Green Economy,"Jun Du, Aston University_x000D_
Angelina Mattheou, Aston University_x000D_
Anastasios Kitsos, Aston University",Digital Economy Act (2017),"Office for National Statistics: Annual Population Survey - UK, Labour Force Survey Person - UK, Annual Survey of Hours and Earnings Longitudinal - UK, Annual Respondents Database x - UK, Annual Business Survey - GB, Business Register Employment Survey - UK, Business Structure Database - UK, E-commerce and Digital Economy Survey - UK_x000D_
Department For Education: Employer Skills Survey and Investment in Training - UK_x000D_
Institute for Economic and Social Research: Understanding Society - UK",Office for National Statistics Secure Research Service,2025-04-15,2025/100,2025,2025Q2,Q2 2025,Labour Market & Employment; Education & Skills; Environment & Agriculture,Multi-Domain Linkage,Descriptive Monitoring,Labour Market & Employment
2025/079,"Birth and Beyond: Delivery Modes, Maternal Health, and Child Development in England","Emilia Del Bono, University of Essex_x000D_
Emily Grundy, University of Essex_x000D_
Laura Fumagalli, University of Essex",Digital Economy Act (2017),NHS; DfE: Education and Child Health Insights from Linked Data - England,Office for National Statistics Secure Research Service,2025-03-18,2025/079,2025,2025Q1,Q1 2025,Health & Social Care; Education & Skills,Cross-Domain Linkage,Outcome Tracking,Health & Social Care
2025/082,Understanding innovation amongst UK rural businesses,"Thanh Thao Nguyen, Newcastle University",Digital Economy Act (2017),"Office for National Statistics: Business Structure Database - UK_x000D_
DBT: Longitudinal Small Business Survey - UK, UK Innovation Survey",Office for National Statistics Secure Research Service,2025-03-28,2025/082,2025,2025Q1,Q1 2025,Business & Productivity,Within-Domain Linkage,Descriptive Monitoring,Business & Productivity
2025/092,The impacts of Brexit on UK international trade with EU and non-EU countries: A firm-level analysis,"Israa Kishk, University of Northampton",Digital Economy Act (2017),"Office for National Statistics, HM Revenue & Customs: Linked Trade-in-Goods/Inter-Departmental Business Register - UK",Office for National Statistics Secure Research Service,2025-03-31,2025/092,2025,2025Q1,Q1 2025,Business & Productivity,Single-Dataset,Policy Evaluation / Impact Analysis,Business & Productivity
2025/094,The long-term impact of school exclusion on risk behaviour: A retrospective cohort study,"Joan Madia, University of Oxford_x000D_
Alice Wickersham, King's College London_x000D_
Catia Nicodemo, University of Oxford",Digital Economy Act (2017),NHS; DfE: Education and Child Health Insights from Linked Data - England,Office for National Statistics Secure Research Service,2025-04-02,2025/094,2025,2025Q2,Q2 2025,Education & Skills; Health & Social Care,Cross-Domain Linkage,Outcome Tracking,Education & Skills
2025/070,"Ethnic, Gender and Socio-economic Diversity in the Finance Sector","Maria Boutchkova, The University of Edinburgh_x000D_
Maria- Teresa Marchica, The University of Manchester",Digital Economy Act (2017),"DfE, DWP and HMRC: Longitudinal Education Outcomes SRS Iteration 2 Standard Extract - England",Office for National Statistics Secure Research Service,2025-03-07,2025/070,2025,2025Q1,Q1 2025,"Labour Market & Employment; Gender, Race & Ethnicity",Cross-Domain Linkage,Inequality / Disparities Analysis,Labour Market & Employment
2025/014,Disaggregating Household Inequality and Poverty in Northern Ireland Using Linked Administrative Data,"Duncan McVicar, Queen's University Belfast
Corina Miller, Queen's University Belfast
Aideen Maguire, Queen's University Belfast",Digital Economy Act (2017),Northern Ireland Statistics and Research Agency: CGIAD 2019-2020,Northern Ireland Statistics and Research Agency,2025-01-31,2025/014,2025,2025Q1,Q1 2025,"Poverty, Inequality & Living Standards",Single-Dataset,Inequality / Disparities Analysis,"Poverty, Inequality & Living Standards"
2025/015,Evaluation of Official UK Export Credits on Firm­ Level Outcomes,"James Evans, UK Export Finance
Nkemdirim Onwuneme, UK Export Finance",Digital Economy Act (2017),"Office for National Statistics: Business Structure Database, Enhanced Linked Trade-in-Goods/Inter-Departmental Business Register, International Trade in Services, Longitudinal Inter-Departmental Business Register",Office for National Statistics Secure Research Service,2025-02-14,2025/015,2025,2025Q1,Q1 2025,Business & Productivity,Within-Domain Linkage,Policy Evaluation / Impact Analysis,Business & Productivity
2025/019,BETA TEST: Who Cares? The causes and consequences of unpaid care across time and place in England and Wales,"Gwilym Pryce, University of Sheffield
Alison Sizer, University of London
Emma Gorman, University of Westminster
Franz Buscha, University of Westminster
Maria Petrillo, University of Sheffield
Matt Bennett, University of Birmingham
Jingwen Zhang, University of Sheffield",Digital Economy Act (2017),Office for National Statistics: ONS Longitudinal Study - England and Wales,Office for National Statistics Secure Research Service,2025-01-27,2025/019,2025,2025Q1,Q1 2025,Health & Social Care,Single-Dataset,Life-Course / Trajectory Analysis,Health & Social Care
2025/025,Unmet need for lymphoedema care among ethnic minorities,"David Florentin, Swansea Bay University Health Board",Digital Economy Act (2017),SAIL Databank Databank: Census 2011 & 2021 (Welsh residents),SAIL Databank,2025-01-31,2025/025,2025,2025Q1,Q1 2025,"Health & Social Care; Gender, Race & Ethnicity",Single-Dataset,Inequality / Disparities Analysis,Health & Social Care
2025/040,Business growth and productivity analysis and research,"Russell Black, Office for National Statistics
Christina Palmou, Office for National Statistics
Dan Mawson, Department for Business, Energy and Industrial Strategy
Marina Romiti, Department for Business, Energy and Industrial Strategy",Digital Economy Act (2017),"Office for National Statistics:  Annual Business Inquiry, Annual Business Survey, Business Register Employment Survey, Business Structure Database, Longitudinal Business Database",Integrated Data Service,2025-02-20,2025/040,2025,2025Q1,Q1 2025,Business & Productivity,Within-Domain Linkage,Descriptive Monitoring,Business & Productivity
2025/055,Pathways of families in Private law proceedings in England and Wales.B138,"Linda Cusworth, Lancaster University
Bachar Alrouh,
Lancaster University
Jade Hooper,
Lancaster University ",Digital Economy Act (2017),Ministry of Justice: Data First Family Court - England and Wales,SAIL Databank,2025-03-05,2025/055,2025,2025Q1,Q1 2025,Crime & Justice,Single-Dataset,Service Interaction / Systems Analysis,Crime & Justice
2025/064,Progression from post-­16 study for disadvantaged learners,"Dave Thomson, FFT Education Ltd
David Bibby, FFT Education Ltd 
Katherine Beynon, FFT Education Ltd 
Natasha Plaister, FFT Education Ltd",Digital Economy Act (2017),Department for Education: LEO,Office for National Statistics Secure Research Service,2025-03-06,2025/064,2025,2025Q1,Q1 2025,"Education & Skills; Poverty, Inequality & Living Standards",Single-Dataset,Outcome Tracking,Education & Skills
2025/066,Internal Migration and the Changing Geographies of Ethnic Diversity and Inequalities in England and Wales,"Gemma Catney, Queen's University Belfast
David 
Manley, University of Bristol
Gemma 
Catney,
Queen's University 
Belfast
Momoko 
Nishikido,
Queen's University 
Belfast
Stephen 
Jivraj, University College 
London",Digital Economy Act (2017),"Office for National Statistics: Census 2021 
Secure Origin Destination Tables for England and Wales",Office for National Statistics Secure Research Service,2025-03-17,2025/066,2025,2025Q1,Q1 2025,"Migration & Demographics; Gender, Race & Ethnicity",Single-Dataset,Descriptive Monitoring; Inequality / Disparities Analysis,Migration & Demographics
2025/067,Kids’ Environment and Health Cohort Phase 1,"Pia Hardelid, University of London
Niloofar Shoari,
University College London
Selin Akaraci,
University College London
Joana Cruz,
University College London
Matthew Lilliman,
University College London
Amal Rammah,
University of London University College
Nina Rogers,
London School of Hygiene and Tropical Medicine",Digital Economy Act (2017),Office for National Statistics: KIntegrated Data Service Environment Health Cohort Spine,Office for National Statistics Secure Research Service,2025-03-13,2025/067,2025,2025Q1,Q1 2025,Health & Social Care; Environment & Agriculture,Single-Dataset,Methodological / Infrastructure Research,Health & Social Care
2025/081,Employment Opportunities and Intimate Partner Violence: Evidence from the UK,"Victor Saldarriaga, University of Edinburgh",Digital Economy Act (2017),"Office for National Statistics: Crime Survey for England and Wales, 2011-2020,
Crime Survey for England and Wales, 1996-2020,
Vacancy Survey, 2005-2024",UK Data Service,2025-04-22,2025/081,2025,2025Q2,Q2 2025,Crime & Justice; Labour Market & Employment,Cross-Domain Linkage,Outcome Tracking,Crime & Justice
2025/096,"Occupations, Labour Income, Volatility, and Equality Statistics","Thanh Thao Nguyen, Newcastle University",Digital Economy Act (2017),"Office for National Statistics: Business Structure Database UK,
Longitudinal Small Business Survey UK,
UK Innovation Survey",Office for National Statistics Secure Research Service,2025-03-28,2025/096,2025,2025Q1,Q1 2025,Business & Productivity; Labour Market & Employment,Within-Domain Linkage,Descriptive Monitoring,Business & Productivity
2025/097,"House prices, productivity, finance to small and mediumsized enterprises, collateral and employment: Evidence from the UK local authority level","Jalal Siddiki, Kingston University
Zilong Wang, University of Cambridge",Digital Economy Act (2017),"Office of National Statistics: Annual Business Survey, Business Register Employment Survey",Office for National Statistics Secure Research Service,2025-04-24,2025/097,2025,2025Q2,Q2 2025,Business & Productivity; Housing & Planning,Within-Domain Linkage,Outcome Tracking,Business & Productivity
2025/102,The Effects of Corporate Taxes and Financial Frictions on Firm Productivity,"Rachel Cho, University of Birmingham",Digital Economy Act (2017),Office for National Statistics: Annual Business Survey,Office for National Statistics Secure Research Service,2025-04-23,2025/102,2025,2025Q2,Q2 2025,Business & Productivity; Public Finance & Taxation,Single-Dataset,Outcome Tracking,Business & Productivity
